Dataset,Set,Approach,Metric,Value,Method,File
MSDWILD,Few,Exact,Purity,0.74057,,02564
MSDWILD,Few,Exact,Coverage,0.74057,,02564
MSDWILD,Few,Exact,DER,0.43265,,01031
MSDWILD,Few,Exact,JER,0.56506,,01031
MSDWILD,Few,Exact,Purity,0.6518,,01031
MSDWILD,Few,Exact,Coverage,0.62342,,01031
MSDWILD,Few,Exact,DER,0.19445,,00598
MSDWILD,Few,Exact,JER,0.39489,,00598
MSDWILD,Few,Exact,Purity,0.84613,,00598
MSDWILD,Few,Exact,Coverage,0.87628,,00598
MSDWILD,Few,Exact,DER,0.51112,,01834
MSDWILD,Few,Exact,JER,0.64827,,01834
MSDWILD,Few,Exact,Purity,0.76437,,01834
MSDWILD,Few,Exact,Coverage,0.61239,,01834
MSDWILD,Few,Exact,DER,0.47172,,02743
MSDWILD,Few,Exact,JER,0.65321,,02743
MSDWILD,Few,Exact,Purity,0.8667,,02743
MSDWILD,Few,Exact,Coverage,0.54509,,02743
MSDWILD,Few,Exact,DER,0.4728,,02127
MSDWILD,Few,Exact,JER,0.5619,,02127
MSDWILD,Few,Exact,Purity,0.71389,,02127
MSDWILD,Few,Exact,Coverage,0.5911,,02127
MSDWILD,Few,Exact,DER,0.33094,,00369
MSDWILD,Few,Exact,JER,0.44303,,00369
MSDWILD,Few,Exact,Purity,0.70984,,00369
MSDWILD,Few,Exact,Coverage,0.70984,,00369
MSDWILD,Few,Exact,DER,0.54728,,00298
MSDWILD,Few,Exact,JER,0.58128,,00298
MSDWILD,Few,Exact,Purity,0.79747,,00298
MSDWILD,Few,Exact,Coverage,0.58446,,00298
MSDWILD,Few,Exact,DER,0.66131,,01266
MSDWILD,Few,Exact,JER,0.62145,,01266
MSDWILD,Few,Exact,Purity,0.69998,,01266
MSDWILD,Few,Exact,Coverage,0.62046,,01266
MSDWILD,Few,Exact,DER,0.67033,,01321
MSDWILD,Few,Exact,JER,0.74975,,01321
MSDWILD,Few,Exact,Purity,0.67528,,01321
MSDWILD,Few,Exact,Coverage,0.5669,,01321
MSDWILD,Few,Exact,DER,0.74289,,00215
MSDWILD,Few,Exact,JER,0.6986,,00215
MSDWILD,Few,Exact,Purity,0.784,,00215
MSDWILD,Few,Exact,Coverage,0.61768,,00215
MSDWILD,Few,Exact,DER,0.53867,,01989
MSDWILD,Few,Exact,JER,0.6236,,01989
MSDWILD,Few,Exact,Purity,0.53965,,01989
MSDWILD,Few,Exact,Coverage,0.46258,,01989
MSDWILD,Few,Exact,DER,0.54342,,01998
MSDWILD,Few,Exact,JER,0.68976,,01998
MSDWILD,Few,Exact,Purity,0.66184,,01998
MSDWILD,Few,Exact,Coverage,0.5522,,01998
MSDWILD,Few,Exact,DER,0.57981,,00200
MSDWILD,Few,Exact,JER,0.66225,,00200
MSDWILD,Few,Exact,Purity,0.78605,,00200
MSDWILD,Few,Exact,Coverage,0.53421,,00200
MSDWILD,Few,Exact,DER,0.3594,,02905
MSDWILD,Few,Exact,JER,0.3832,,02905
MSDWILD,Few,Exact,Purity,0.75986,,02905
MSDWILD,Few,Exact,Coverage,0.75986,,02905
MSDWILD,Few,Exact,DER,0.63434,,02629
MSDWILD,Few,Exact,JER,0.73404,,02629
MSDWILD,Few,Exact,Purity,0.54228,,02629
MSDWILD,Few,Exact,Coverage,0.50811,,02629
MSDWILD,Few,Exact,DER,0.91145,,00562
MSDWILD,Few,Exact,JER,0.7318,,00562
MSDWILD,Few,Exact,Purity,0.78125,,00562
MSDWILD,Few,Exact,Coverage,0.51871,,00562
MSDWILD,Few,Exact,DER,0.4149,,02057
MSDWILD,Few,Exact,JER,0.49569,,02057
MSDWILD,Few,Exact,Purity,0.64258,,02057
MSDWILD,Few,Exact,Coverage,0.73513,,02057
MSDWILD,Few,Exact,DER,0.61399,,02768
MSDWILD,Few,Exact,JER,0.65723,,02768
MSDWILD,Few,Exact,Purity,0.47274,,02768
MSDWILD,Few,Exact,Coverage,0.51873,,02768
MSDWILD,Few,Exact,DER,0.86291,,00225
MSDWILD,Few,Exact,JER,0.75512,,00225
MSDWILD,Few,Exact,Purity,0.44151,,00225
MSDWILD,Few,Exact,Coverage,0.51735,,00225
MSDWILD,Few,Exact,DER,0.46287,,01158
MSDWILD,Few,Exact,JER,0.56636,,01158
MSDWILD,Few,Exact,Purity,0.75408,,01158
MSDWILD,Few,Exact,Coverage,0.65535,,01158
MSDWILD,Few,Exact,DER,0.23104,,00614
MSDWILD,Few,Exact,JER,0.34858,,00614
MSDWILD,Few,Exact,Purity,0.83767,,00614
MSDWILD,Few,Exact,Coverage,0.83767,,00614
MSDWILD,Few,Exact,DER,0.64435,,01674
MSDWILD,Few,Exact,JER,0.7768,,01674
MSDWILD,Few,Exact,Purity,0.60564,,01674
MSDWILD,Few,Exact,Coverage,0.41091,,01674
MSDWILD,Few,Exact,DER,0.55456,,02766
MSDWILD,Few,Exact,JER,0.63552,,02766
MSDWILD,Few,Exact,Purity,0.55676,,02766
MSDWILD,Few,Exact,Coverage,0.66657,,02766
MSDWILD,Few,Exact,DER,0.59365,,01086
MSDWILD,Few,Exact,JER,0.6843,,01086
MSDWILD,Few,Exact,Purity,0.54684,,01086
MSDWILD,Few,Exact,Coverage,0.73949,,01086
MSDWILD,Few,Exact,DER,0.56195,,00844
MSDWILD,Few,Exact,JER,0.56779,,00844
MSDWILD,Few,Exact,Purity,0.63419,,00844
MSDWILD,Few,Exact,Coverage,0.63419,,00844
MSDWILD,Few,Exact,DER,0.5222,,01032
MSDWILD,Few,Exact,JER,0.73051,,01032
MSDWILD,Few,Exact,Purity,0.89801,,01032
MSDWILD,Few,Exact,Coverage,0.55257,,01032
MSDWILD,Few,Exact,DER,0.69418,,00449
MSDWILD,Few,Exact,JER,0.79603,,00449
MSDWILD,Few,Exact,Purity,0.5267,,00449
MSDWILD,Few,Exact,Coverage,0.44215,,00449
MSDWILD,Few,Exact,DER,0.39308,,01859
MSDWILD,Few,Exact,JER,0.51264,,01859
MSDWILD,Few,Exact,Purity,0.65126,,01859
MSDWILD,Few,Exact,Coverage,0.65126,,01859
MSDWILD,Few,Exact,DER,0.57108,,01594
MSDWILD,Few,Exact,JER,0.6763,,01594
MSDWILD,Few,Exact,Purity,0.67735,,01594
MSDWILD,Few,Exact,Coverage,0.55716,,01594
MSDWILD,Few,Exact,DER,0.28855,,00917
MSDWILD,Few,Exact,JER,0.38315,,00917
MSDWILD,Few,Exact,Purity,0.84596,,00917
MSDWILD,Few,Exact,Coverage,0.84596,,00917
MSDWILD,Few,Exact,DER,0.93399,,01776
MSDWILD,Few,Exact,JER,0.73421,,01776
MSDWILD,Few,Exact,Purity,0.45769,,01776
MSDWILD,Few,Exact,Coverage,0.4624,,01776
MSDWILD,Few,Exact,DER,0.65587,,02457
MSDWILD,Few,Exact,JER,0.64181,,02457
MSDWILD,Few,Exact,Purity,0.5797,,02457
MSDWILD,Few,Exact,Coverage,0.84433,,02457
MSDWILD,Few,Exact,DER,0.57461,,00567
MSDWILD,Few,Exact,JER,0.63915,,00567
MSDWILD,Few,Exact,Purity,0.58847,,00567
MSDWILD,Few,Exact,Coverage,0.5401,,00567
MSDWILD,Few,Exact,DER,0.71274,,01191
MSDWILD,Few,Exact,JER,0.74769,,01191
MSDWILD,Few,Exact,Purity,0.48709,,01191
MSDWILD,Few,Exact,Coverage,0.45986,,01191
MSDWILD,Few,Exact,DER,0.3208,,02047
MSDWILD,Few,Exact,JER,0.40162,,02047
MSDWILD,Few,Exact,Purity,0.79617,,02047
MSDWILD,Few,Exact,Coverage,0.79617,,02047
MSDWILD,Few,Exact,DER,0.40767,,00850
MSDWILD,Few,Exact,JER,0.54722,,00850
MSDWILD,Few,Exact,Purity,0.65912,,00850
MSDWILD,Few,Exact,Coverage,0.62307,,00850
MSDWILD,Few,Exact,DER,0.48421,,02722
MSDWILD,Few,Exact,JER,0.56029,,02722
MSDWILD,Few,Exact,Purity,0.60133,,02722
MSDWILD,Few,Exact,Coverage,0.60133,,02722
MSDWILD,Few,Exact,DER,0.33745,,00619
MSDWILD,Few,Exact,JER,0.35176,,00619
MSDWILD,Few,Exact,Purity,0.82937,,00619
MSDWILD,Few,Exact,Coverage,0.82937,,00619
MSDWILD,Few,Exact,DER,0.8843,,02883
MSDWILD,Few,Exact,JER,0.79333,,02883
MSDWILD,Few,Exact,Purity,0.40492,,02883
MSDWILD,Few,Exact,Coverage,0.5667,,02883
MSDWILD,Few,Exact,DER,0.55992,,00942
MSDWILD,Few,Exact,JER,0.65805,,00942
MSDWILD,Few,Exact,Purity,0.66272,,00942
MSDWILD,Few,Exact,Coverage,0.58373,,00942
MSDWILD,Few,Exact,DER,0.2061,,01172
MSDWILD,Few,Exact,JER,0.26385,,01172
MSDWILD,Few,Exact,Purity,0.88258,,01172
MSDWILD,Few,Exact,Coverage,0.88258,,01172
MSDWILD,Few,Exact,DER,0.50065,,02316
MSDWILD,Few,Exact,JER,0.65511,,02316
MSDWILD,Few,Exact,Purity,0.81279,,02316
MSDWILD,Few,Exact,Coverage,0.57857,,02316
MSDWILD,Few,Exact,DER,0.19741,,02622
MSDWILD,Few,Exact,JER,0.2531,,02622
MSDWILD,Few,Exact,Purity,0.804,,02622
MSDWILD,Few,Exact,Coverage,0.804,,02622
MSDWILD,Few,Exact,DER,0.56019,,01700
MSDWILD,Few,Exact,JER,0.64069,,01700
MSDWILD,Few,Exact,Purity,0.6378,,01700
MSDWILD,Few,Exact,Coverage,0.58582,,01700
MSDWILD,Few,Exact,DER,0.32074,,02295
MSDWILD,Few,Exact,JER,0.44168,,02295
MSDWILD,Few,Exact,Purity,0.69209,,02295
MSDWILD,Few,Exact,Coverage,0.69209,,02295
MSDWILD,Few,Exact,DER,0.69564,,01450
MSDWILD,Few,Exact,JER,0.77373,,01450
MSDWILD,Few,Exact,Purity,0.54724,,01450
MSDWILD,Few,Exact,Coverage,0.56087,,01450
MSDWILD,Few,Exact,DER,0.45871,,01330
MSDWILD,Few,Exact,JER,0.56304,,01330
MSDWILD,Few,Exact,Purity,0.63256,,01330
MSDWILD,Few,Exact,Coverage,0.63296,,01330
MSDWILD,Few,Exact,DER,0.45321,,00872
MSDWILD,Few,Exact,JER,0.5447,,00872
MSDWILD,Few,Exact,Purity,0.66922,,00872
MSDWILD,Few,Exact,Coverage,0.62483,,00872
MSDWILD,Few,Exact,DER,0.61266,,01288
MSDWILD,Few,Exact,JER,0.75705,,01288
MSDWILD,Few,Exact,Purity,0.67484,,01288
MSDWILD,Few,Exact,Coverage,0.52781,,01288
MSDWILD,Few,Exact,DER,0.54003,,00762
MSDWILD,Few,Exact,JER,0.5895,,00762
MSDWILD,Few,Exact,Purity,0.66786,,00762
MSDWILD,Few,Exact,Coverage,0.70781,,00762
MSDWILD,Few,Exact,DER,0.1498,,02611
MSDWILD,Few,Exact,JER,0.16895,,02611
MSDWILD,Few,Exact,Purity,0.94177,,02611
MSDWILD,Few,Exact,Coverage,0.94177,,02611
MSDWILD,Few,Exact,DER,0.60166,,02678
MSDWILD,Few,Exact,JER,0.71874,,02678
MSDWILD,Few,Exact,Purity,0.4697,,02678
MSDWILD,Few,Exact,Coverage,0.44839,,02678
MSDWILD,Few,Exact,DER,0.24817,,01899
MSDWILD,Few,Exact,JER,0.28662,,01899
MSDWILD,Few,Exact,Purity,0.80028,,01899
MSDWILD,Few,Exact,Coverage,0.80028,,01899
MSDWILD,Few,Exact,DER,0.6015,,00743
MSDWILD,Few,Exact,JER,0.74091,,00743
MSDWILD,Few,Exact,Purity,0.64358,,00743
MSDWILD,Few,Exact,Coverage,0.55621,,00743
MSDWILD,Few,Exact,DER,0.56097,,01226
MSDWILD,Few,Exact,JER,0.5804,,01226
MSDWILD,Few,Exact,Purity,0.6199,,01226
MSDWILD,Few,Exact,Coverage,0.6199,,01226
MSDWILD,Few,Exact,DER,0.2262,,01855
MSDWILD,Few,Exact,JER,0.31858,,01855
MSDWILD,Few,Exact,Purity,0.84473,,01855
MSDWILD,Few,Exact,Coverage,0.84473,,01855
MSDWILD,Few,Exact,DER,0.73264,,00250
MSDWILD,Few,Exact,JER,0.77423,,00250
MSDWILD,Few,Exact,Purity,0.52986,,00250
MSDWILD,Few,Exact,Coverage,0.37031,,00250
MSDWILD,Few,Exact,DER,0.41493,,02830
MSDWILD,Few,Exact,JER,0.56517,,02830
MSDWILD,Few,Exact,Purity,0.7128,,02830
MSDWILD,Few,Exact,Coverage,0.63665,,02830
MSDWILD,Few,Exact,DER,0.39457,,01385
MSDWILD,Few,Exact,JER,0.50557,,01385
MSDWILD,Few,Exact,Purity,0.75059,,01385
MSDWILD,Few,Exact,Coverage,0.7104,,01385
MSDWILD,Few,Exact,DER,0.66674,,01774
MSDWILD,Few,Exact,JER,0.69431,,01774
MSDWILD,Few,Exact,Purity,0.58924,,01774
MSDWILD,Few,Exact,Coverage,0.69566,,01774
MSDWILD,Few,Exact,DER,0.25067,,00029
MSDWILD,Few,Exact,JER,0.3131,,00029
MSDWILD,Few,Exact,Purity,0.77286,,00029
MSDWILD,Few,Exact,Coverage,0.77286,,00029
MSDWILD,Few,Exact,DER,0.20755,,00660
MSDWILD,Few,Exact,JER,0.40817,,00660
MSDWILD,Few,Exact,Purity,0.84085,,00660
MSDWILD,Few,Exact,Coverage,0.8764,,00660
MSDWILD,Few,Exact,DER,0.68043,,01731
MSDWILD,Few,Exact,JER,0.76446,,01731
MSDWILD,Few,Exact,Purity,0.68747,,01731
MSDWILD,Few,Exact,Coverage,0.59776,,01731
MSDWILD,Few,Exact,DER,0.73016,,02293
MSDWILD,Few,Exact,JER,0.70761,,02293
MSDWILD,Few,Exact,Purity,0.66606,,02293
MSDWILD,Few,Exact,Coverage,0.54913,,02293
MSDWILD,Few,Exact,DER,0.63677,,00080
MSDWILD,Few,Exact,JER,0.75477,,00080
MSDWILD,Few,Exact,Purity,0.71363,,00080
MSDWILD,Few,Exact,Coverage,0.40542,,00080
MSDWILD,Few,Exact,DER,0.52513,,03043
MSDWILD,Few,Exact,JER,0.6638,,03043
MSDWILD,Few,Exact,Purity,0.61785,,03043
MSDWILD,Few,Exact,Coverage,0.72319,,03043
MSDWILD,Few,Exact,DER,0.59682,,02221
MSDWILD,Few,Exact,JER,0.6758,,02221
MSDWILD,Few,Exact,Purity,0.57878,,02221
MSDWILD,Few,Exact,Coverage,0.56347,,02221
MSDWILD,Few,Exact,DER,0.53126,,02864
MSDWILD,Few,Exact,JER,0.61232,,02864
MSDWILD,Few,Exact,Purity,0.70003,,02864
MSDWILD,Few,Exact,Coverage,0.56336,,02864
MSDWILD,Few,Exact,DER,0.46387,,01661
MSDWILD,Few,Exact,JER,0.58171,,01661
MSDWILD,Few,Exact,Purity,0.64823,,01661
MSDWILD,Few,Exact,Coverage,0.58193,,01661
MSDWILD,Few,Exact,DER,0.57974,,01893
MSDWILD,Few,Exact,JER,0.65708,,01893
MSDWILD,Few,Exact,Purity,0.73097,,01893
MSDWILD,Few,Exact,Coverage,0.66656,,01893
MSDWILD,Few,Exact,DER,0.75114,,03014
MSDWILD,Few,Exact,JER,0.78458,,03014
MSDWILD,Few,Exact,Purity,0.5032,,03014
MSDWILD,Few,Exact,Coverage,0.49259,,03014
MSDWILD,Few,Exact,DER,0.53255,,02374
MSDWILD,Few,Exact,JER,0.72108,,02374
MSDWILD,Few,Exact,Purity,0.84098,,02374
MSDWILD,Few,Exact,Coverage,0.58469,,02374
MSDWILD,Few,Exact,DER,1.40624,,02465
MSDWILD,Few,Exact,JER,0.75184,,02465
MSDWILD,Few,Exact,Purity,0.67362,,02465
MSDWILD,Few,Exact,Coverage,0.73983,,02465
MSDWILD,Few,Exact,DER,0.57413,,00297
MSDWILD,Few,Exact,JER,0.67119,,00297
MSDWILD,Few,Exact,Purity,0.61006,,00297
MSDWILD,Few,Exact,Coverage,0.57999,,00297
MSDWILD,Few,Exact,DER,0.98958,,01980
MSDWILD,Few,Exact,JER,0.7301,,01980
MSDWILD,Few,Exact,Purity,0.56733,,01980
MSDWILD,Few,Exact,Coverage,0.68695,,01980
MSDWILD,Few,Exact,DER,0.64225,,02736
MSDWILD,Few,Exact,JER,0.78556,,02736
MSDWILD,Few,Exact,Purity,0.53691,,02736
MSDWILD,Few,Exact,Coverage,0.48706,,02736
MSDWILD,Few,Exact,DER,0.47735,,02866
MSDWILD,Few,Exact,JER,0.65504,,02866
MSDWILD,Few,Exact,Purity,0.66662,,02866
MSDWILD,Few,Exact,Coverage,0.99598,,02866
MSDWILD,Few,Exact,DER,0.66493,,00585
MSDWILD,Few,Exact,JER,0.65436,,00585
MSDWILD,Few,Exact,Purity,0.55484,,00585
MSDWILD,Few,Exact,Coverage,0.54933,,00585
MSDWILD,Few,Exact,DER,0.08001,,00948
MSDWILD,Few,Exact,JER,0.0775,,00948
MSDWILD,Few,Exact,Purity,0.9702,,00948
MSDWILD,Few,Exact,Coverage,0.9702,,00948
MSDWILD,Few,Exact,DER,0.41855,,02227
MSDWILD,Few,Exact,JER,0.60849,,02227
MSDWILD,Few,Exact,Purity,0.69751,,02227
MSDWILD,Few,Exact,Coverage,0.99461,,02227
MSDWILD,Few,Exact,DER,0.64061,,00957
MSDWILD,Few,Exact,JER,0.70894,,00957
MSDWILD,Few,Exact,Purity,0.80858,,00957
MSDWILD,Few,Exact,Coverage,0.72639,,00957
MSDWILD,Few,Exact,DER,0.82419,,00669
MSDWILD,Few,Exact,JER,0.70865,,00669
MSDWILD,Few,Exact,Purity,0.51941,,00669
MSDWILD,Few,Exact,Coverage,0.72058,,00669
MSDWILD,Few,Exact,DER,0.74942,,02110
MSDWILD,Few,Exact,JER,0.76043,,02110
MSDWILD,Few,Exact,Purity,0.394,,02110
MSDWILD,Few,Exact,Coverage,0.42645,,02110
MSDWILD,Few,Exact,DER,0.6466,,00949
MSDWILD,Few,Exact,JER,0.69274,,00949
MSDWILD,Few,Exact,Purity,0.43377,,00949
MSDWILD,Few,Exact,Coverage,0.47727,,00949
MSDWILD,Few,Exact,DER,0.92178,,02971
MSDWILD,Few,Exact,JER,0.62837,,02971
MSDWILD,Few,Exact,Purity,0.66418,,02971
MSDWILD,Few,Exact,Coverage,0.66418,,02971
MSDWILD,Few,Exact,DER,0.9178,,02972
MSDWILD,Few,Exact,JER,0.73174,,02972
MSDWILD,Few,Exact,Purity,0.54248,,02972
MSDWILD,Few,Exact,Coverage,0.5664,,02972
MSDWILD,Few,Exact,DER,0.36509,,01672
MSDWILD,Few,Exact,JER,0.48358,,01672
MSDWILD,Few,Exact,Purity,0.77553,,01672
MSDWILD,Few,Exact,Coverage,0.79486,,01672
MSDWILD,Few,Exact,DER,0.46033,,01726
MSDWILD,Few,Exact,JER,0.6003,,01726
MSDWILD,Few,Exact,Purity,0.64902,,01726
MSDWILD,Few,Exact,Coverage,0.56576,,01726
MSDWILD,Few,Exact,DER,0.61614,,02650
MSDWILD,Few,Exact,JER,0.64999,,02650
MSDWILD,Few,Exact,Purity,0.63584,,02650
MSDWILD,Few,Exact,Coverage,0.56245,,02650
MSDWILD,Few,Exact,DER,0.59012,,02621
MSDWILD,Few,Exact,JER,0.64355,,02621
MSDWILD,Few,Exact,Purity,0.67036,,02621
MSDWILD,Few,Exact,Coverage,0.57762,,02621
MSDWILD,Few,Exact,DER,0.34063,,01380
MSDWILD,Few,Exact,JER,0.4677,,01380
MSDWILD,Few,Exact,Purity,0.67053,,01380
MSDWILD,Few,Exact,Coverage,0.66744,,01380
MSDWILD,Few,Exact,DER,1.032,,00428
MSDWILD,Few,Exact,JER,0.78656,,00428
MSDWILD,Few,Exact,Purity,0.62728,,00428
MSDWILD,Few,Exact,Coverage,0.54618,,00428
MSDWILD,Few,Exact,DER,0.57041,,02536
MSDWILD,Few,Exact,JER,0.6846,,02536
MSDWILD,Few,Exact,Purity,0.79212,,02536
MSDWILD,Few,Exact,Coverage,0.56402,,02536
MSDWILD,Few,Exact,DER,0.62388,,00778
MSDWILD,Few,Exact,JER,0.54431,,00778
MSDWILD,Few,Exact,Purity,0.74299,,00778
MSDWILD,Few,Exact,Coverage,0.74299,,00778
MSDWILD,Few,Exact,DER,0.9725,,01087
MSDWILD,Few,Exact,JER,0.79096,,01087
MSDWILD,Few,Exact,Purity,0.39382,,01087
MSDWILD,Few,Exact,Coverage,0.53054,,01087
MSDWILD,Few,Exact,DER,0.78328,,00240
MSDWILD,Few,Exact,JER,0.60784,,00240
MSDWILD,Few,Exact,Purity,0.68849,,00240
MSDWILD,Few,Exact,Coverage,0.71314,,00240
MSDWILD,Few,Exact,DER,0.67074,,02828
MSDWILD,Few,Exact,JER,0.59063,,02828
MSDWILD,Few,Exact,Purity,0.59786,,02828
MSDWILD,Few,Exact,Coverage,0.69295,,02828
MSDWILD,Few,Exact,DER,0.46177,,01136
MSDWILD,Few,Exact,JER,0.55409,,01136
MSDWILD,Few,Exact,Purity,0.7063,,01136
MSDWILD,Few,Exact,Coverage,0.61783,,01136
MSDWILD,Few,Exact,DER,0.41414,,02773
MSDWILD,Few,Exact,JER,0.48076,,02773
MSDWILD,Few,Exact,Purity,0.6502,,02773
MSDWILD,Few,Exact,Coverage,0.6502,,02773
MSDWILD,Few,Exact,DER,0.4887,,01875
MSDWILD,Few,Exact,JER,0.51668,,01875
MSDWILD,Few,Exact,Purity,0.72245,,01875
MSDWILD,Few,Exact,Coverage,0.69262,,01875
MSDWILD,Few,Exact,DER,0.28923,,01725
MSDWILD,Few,Exact,JER,0.3772,,01725
MSDWILD,Few,Exact,Purity,0.7174,,01725
MSDWILD,Few,Exact,Coverage,0.7174,,01725
MSDWILD,Few,Exact,DER,0.40739,,02925
MSDWILD,Few,Exact,JER,0.43486,,02925
MSDWILD,Few,Exact,Purity,0.77882,,02925
MSDWILD,Few,Exact,Coverage,0.77882,,02925
MSDWILD,Few,Exact,DER,1.2955,,02778
MSDWILD,Few,Exact,JER,0.75339,,02778
MSDWILD,Few,Exact,Purity,0.63875,,02778
MSDWILD,Few,Exact,Coverage,0.6227,,02778
MSDWILD,Few,Exact,DER,0.29943,,02035
MSDWILD,Few,Exact,JER,0.45594,,02035
MSDWILD,Few,Exact,Purity,0.79796,,02035
MSDWILD,Few,Exact,Coverage,0.75954,,02035
MSDWILD,Few,Exact,DER,0.68144,,02544
MSDWILD,Few,Exact,JER,0.73087,,02544
MSDWILD,Few,Exact,Purity,0.55008,,02544
MSDWILD,Few,Exact,Coverage,0.53314,,02544
MSDWILD,Few,Exact,DER,0.66358,,00636
MSDWILD,Few,Exact,JER,0.80912,,00636
MSDWILD,Few,Exact,Purity,0.72243,,00636
MSDWILD,Few,Exact,Coverage,0.45746,,00636
MSDWILD,Few,Exact,DER,0.48119,,01441
MSDWILD,Few,Exact,JER,0.66743,,01441
MSDWILD,Few,Exact,Purity,0.89274,,01441
MSDWILD,Few,Exact,Coverage,0.61393,,01441
MSDWILD,Few,Exact,DER,0.68985,,00053
MSDWILD,Few,Exact,JER,0.76274,,00053
MSDWILD,Few,Exact,Purity,0.58543,,00053
MSDWILD,Few,Exact,Coverage,0.47018,,00053
MSDWILD,Few,Exact,DER,0.71262,,00809
MSDWILD,Few,Exact,JER,0.72164,,00809
MSDWILD,Few,Exact,Purity,0.46467,,00809
MSDWILD,Few,Exact,Coverage,0.49568,,00809
MSDWILD,Few,Exact,DER,0.32192,,03135
MSDWILD,Few,Exact,JER,0.42127,,03135
MSDWILD,Few,Exact,Purity,0.71907,,03135
MSDWILD,Few,Exact,Coverage,0.71907,,03135
MSDWILD,Few,Exact,DER,0.69743,,01124
MSDWILD,Few,Exact,JER,0.74137,,01124
MSDWILD,Few,Exact,Purity,0.65962,,01124
MSDWILD,Few,Exact,Coverage,0.47065,,01124
MSDWILD,Few,Exact,DER,0.55027,,02942
MSDWILD,Few,Exact,JER,0.72367,,02942
MSDWILD,Few,Exact,Purity,0.83884,,02942
MSDWILD,Few,Exact,Coverage,0.64269,,02942
MSDWILD,Few,Exact,DER,0.56172,,02459
MSDWILD,Few,Exact,JER,0.59253,,02459
MSDWILD,Few,Exact,Purity,0.58334,,02459
MSDWILD,Few,Exact,Coverage,0.58334,,02459
MSDWILD,Few,Exact,DER,0.6088,,03022
MSDWILD,Few,Exact,JER,0.72603,,03022
MSDWILD,Few,Exact,Purity,0.47288,,03022
MSDWILD,Few,Exact,Coverage,0.62272,,03022
MSDWILD,Few,Exact,DER,0.56552,,00169
MSDWILD,Few,Exact,JER,0.61891,,00169
MSDWILD,Few,Exact,Purity,0.58821,,00169
MSDWILD,Few,Exact,Coverage,0.53924,,00169
MSDWILD,Few,Exact,DER,0.59355,,02867
MSDWILD,Few,Exact,JER,0.70838,,02867
MSDWILD,Few,Exact,Purity,0.50278,,02867
MSDWILD,Few,Exact,Coverage,0.56951,,02867
MSDWILD,Few,Exact,DER,0.6768,,02631
MSDWILD,Few,Exact,JER,0.78593,,02631
MSDWILD,Few,Exact,Purity,0.63398,,02631
MSDWILD,Few,Exact,Coverage,0.40372,,02631
MSDWILD,Few,Exact,DER,0.39792,,02049
MSDWILD,Few,Exact,JER,0.51973,,02049
MSDWILD,Few,Exact,Purity,0.63148,,02049
MSDWILD,Few,Exact,Coverage,0.61345,,02049
MSDWILD,Few,Exact,DER,0.55305,,00925
MSDWILD,Few,Exact,JER,0.65717,,00925
MSDWILD,Few,Exact,Purity,0.61512,,00925
MSDWILD,Few,Exact,Coverage,0.84965,,00925
MSDWILD,Few,Exact,DER,0.56237,,02386
MSDWILD,Few,Exact,JER,0.65401,,02386
MSDWILD,Few,Exact,Purity,0.5509,,02386
MSDWILD,Few,Exact,Coverage,0.5447,,02386
MSDWILD,Few,Exact,DER,0.42614,,02515
MSDWILD,Few,Exact,JER,0.54728,,02515
MSDWILD,Few,Exact,Purity,0.60359,,02515
MSDWILD,Few,Exact,Coverage,0.60359,,02515
MSDWILD,Few,Exact,DER,0.87826,,01543
MSDWILD,Few,Exact,JER,0.64763,,01543
MSDWILD,Few,Exact,Purity,0.55908,,01543
MSDWILD,Few,Exact,Coverage,0.62699,,01543
MSDWILD,Few,Exact,DER,0.67814,,02897
MSDWILD,Few,Exact,JER,0.74983,,02897
MSDWILD,Few,Exact,Purity,0.50147,,02897
MSDWILD,Few,Exact,Coverage,0.37436,,02897
MSDWILD,Few,Exact,DER,0.37492,,02663
MSDWILD,Few,Exact,JER,0.60165,,02663
MSDWILD,Few,Exact,Purity,0.87317,,02663
MSDWILD,Few,Exact,Coverage,0.63803,,02663
MSDWILD,Few,Exact,DER,0.61058,,03078
MSDWILD,Few,Exact,JER,0.69901,,03078
MSDWILD,Few,Exact,Purity,0.65169,,03078
MSDWILD,Few,Exact,Coverage,0.50532,,03078
MSDWILD,Few,Exact,DER,0.27182,,02469
MSDWILD,Few,Exact,JER,0.30124,,02469
MSDWILD,Few,Exact,Purity,0.85859,,02469
MSDWILD,Few,Exact,Coverage,0.85859,,02469
MSDWILD,Few,Exact,DER,0.62263,,02692
MSDWILD,Few,Exact,JER,0.6761,,02692
MSDWILD,Few,Exact,Purity,0.7264,,02692
MSDWILD,Few,Exact,Coverage,0.87976,,02692
MSDWILD,Few,Exact,DER,0.55784,,01527
MSDWILD,Few,Exact,JER,0.68099,,01527
MSDWILD,Few,Exact,Purity,0.81479,,01527
MSDWILD,Few,Exact,Coverage,0.52023,,01527
MSDWILD,Few,Exact,DER,0.5031,,01370
MSDWILD,Few,Exact,JER,0.60795,,01370
MSDWILD,Few,Exact,Purity,0.63782,,01370
MSDWILD,Few,Exact,Coverage,0.55596,,01370
MSDWILD,Few,Exact,DER,0.47573,,01152
MSDWILD,Few,Exact,JER,0.55249,,01152
MSDWILD,Few,Exact,Purity,0.59513,,01152
MSDWILD,Few,Exact,Coverage,0.59513,,01152
