D,Spk,OS,SNR,JER
(18.792 - 30.494],(2 - 3],[0.0 - 1.0],(24.8 - 29.0],41.597
(30.494 - 34.87],(2 - 3],(5.0 - 9.0],(24.8 - 29.0],48.649
(18.792 - 30.494],(2 - 3],[0.0 - 1.0],(20.0 - 24.8],41.529
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(29.0 - 35.0],38.649
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(29.0 - 35.0],39.138
(30.494 - 34.87],(2 - 3],(5.0 - 9.0],(13.0 - 16.0],50.614
(5.318 - 18.792],(2 - 3],[0.0 - 1.0],(24.8 - 29.0],40.946
(30.494 - 34.87],(2 - 3],(1.0 - 2.0],(24.8 - 29.0],51.1
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(35.0 - 59.0],38.926
(5.318 - 18.792],(2 - 3],[0.0 - 1.0],(10.0 - 13.0],50.932
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(35.0 - 59.0],38.899
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(35.0 - 59.0],75.361
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(29.0 - 35.0],44.393
(30.494 - 34.87],(2 - 3],(2.0 - 3.0],(20.0 - 24.8],49.922
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(20.0 - 24.8],51.257
(5.318 - 18.792],(2 - 3],[0.0 - 1.0],(10.0 - 13.0],56.499
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(29.0 - 35.0],75.531
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(35.0 - 59.0],40.459
(30.494 - 34.87],(2 - 3],(2.0 - 3.0],(29.0 - 35.0],48.413
(18.792 - 30.494],(2 - 3],[0.0 - 1.0],(29.0 - 35.0],43.302
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(29.0 - 35.0],41.772
(30.494 - 34.87],(2 - 3],(3.0 - 5.0],(20.0 - 24.8],52.131
(30.494 - 34.87],(2 - 3],(2.0 - 3.0],(29.0 - 35.0],48.275
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(35.0 - 59.0],39.266
(30.494 - 34.87],(2 - 3],(2.0 - 3.0],(35.0 - 59.0],41.794
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(20.0 - 24.8],41.426
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(24.8 - 29.0],40.079
(18.792 - 30.494],(2 - 3],[0.0 - 1.0],(35.0 - 59.0],36.251
(18.792 - 30.494],(2 - 3],[0.0 - 1.0],(35.0 - 59.0],47.671
(18.792 - 30.494],(2 - 3],[0.0 - 1.0],(35.0 - 59.0],36.8
(5.318 - 18.792],(2 - 3],[0.0 - 1.0],(20.0 - 24.8],39.006
(18.792 - 30.494],(2 - 3],[0.0 - 1.0],(16.0 - 20.0],46.368
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(35.0 - 59.0],37.585
(30.494 - 34.87],(2 - 3],(1.0 - 2.0],(20.0 - 24.8],48.053
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(24.8 - 29.0],38.664
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(35.0 - 59.0],41.187
(5.318 - 18.792],(2 - 3],[0.0 - 1.0],(10.0 - 13.0],62.368
(30.494 - 34.87],(2 - 3],(3.0 - 5.0],(20.0 - 24.8],54.217
(34.87 - 95.677],(2 - 3],[0.0 - 1.0],(24.8 - 29.0],56.186
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],79.099
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(29.0 - 35.0],76.307
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],91.926
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],90.485
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],79.052
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(20.0 - 24.8],70.239
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],67.211
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(20.0 - 24.8],63.603
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],85.58
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],76.871
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],77.63
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],91.527
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],73.879
(34.87 - 95.677],(10 - 41],(1.0 - 2.0],(20.0 - 24.8],93.591
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(24.8 - 29.0],70.124
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],88.666
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],58.965
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],85.602
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],77.175
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],58.215
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],83.932
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],81.407
(34.87 - 95.677],(10 - 41],(1.0 - 2.0],(24.8 - 29.0],64.041
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],69.106
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],79.612
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(20.0 - 24.8],74.815
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(24.8 - 29.0],58.871
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],72.096
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(24.8 - 29.0],87.513
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(20.0 - 24.8],74.223
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],84.635
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],89.698
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],88.665
(34.87 - 95.677],(10 - 41],(3.0 - 5.0],(24.8 - 29.0],91.25
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(16.0 - 20.0],73.759
