D,Spk,OS,SNR,DER
(5.318 - 18.792],(2 - 3],[0.0 - 1.0],(10.0 - 13.0],25.956
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(35.0 - 59.0],11.363
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(35.0 - 59.0],58.275
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(29.0 - 35.0],16.477
(30.494 - 34.87],(2 - 3],(2.0 - 3.0],(20.0 - 24.8],45.974
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(20.0 - 24.8],18.814
(5.318 - 18.792],(2 - 3],[0.0 - 1.0],(10.0 - 13.0],29.062
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(29.0 - 35.0],65.113
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(35.0 - 59.0],17.147
(30.494 - 34.87],(2 - 3],(2.0 - 3.0],(29.0 - 35.0],23.485
(18.792 - 30.494],(2 - 3],[0.0 - 1.0],(29.0 - 35.0],15.144
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(29.0 - 35.0],14.166
(30.494 - 34.87],(2 - 3],(3.0 - 5.0],(20.0 - 24.8],29.635
(30.494 - 34.87],(2 - 3],(2.0 - 3.0],(29.0 - 35.0],35.658
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(35.0 - 59.0],14.18
(30.494 - 34.87],(2 - 3],(2.0 - 3.0],(35.0 - 59.0],19.616
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(20.0 - 24.8],17.849
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(24.8 - 29.0],20.352
(18.792 - 30.494],(2 - 3],[0.0 - 1.0],(35.0 - 59.0],5.443
(18.792 - 30.494],(2 - 3],[0.0 - 1.0],(35.0 - 59.0],20.524
(18.792 - 30.494],(2 - 3],[0.0 - 1.0],(35.0 - 59.0],9.025
(5.318 - 18.792],(2 - 3],[0.0 - 1.0],(20.0 - 24.8],13.72
(18.792 - 30.494],(2 - 3],[0.0 - 1.0],(16.0 - 20.0],15.469
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(35.0 - 59.0],12.369
(30.494 - 34.87],(2 - 3],(1.0 - 2.0],(20.0 - 24.8],27.497
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(24.8 - 29.0],17.328
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(35.0 - 59.0],14.501
(5.318 - 18.792],(2 - 3],[0.0 - 1.0],(10.0 - 13.0],25.935
(30.494 - 34.87],(2 - 3],(3.0 - 5.0],(20.0 - 24.8],34.452
(34.87 - 95.677],(2 - 3],[0.0 - 1.0],(24.8 - 29.0],25.144
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],39.16
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(29.0 - 35.0],31.339
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],37.621
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],39.321
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],32.743
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(20.0 - 24.8],52.565
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],32.709
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(20.0 - 24.8],43.042
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],23.78
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],31.421
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],25.313
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],53.212
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],29.369
(34.87 - 95.677],(10 - 41],(1.0 - 2.0],(20.0 - 24.8],78.805
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(24.8 - 29.0],43.553
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],24.398
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],30.368
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],24.68
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],33.491
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],36.101
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],26.339
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],42.769
(34.87 - 95.677],(10 - 41],(1.0 - 2.0],(24.8 - 29.0],38.095
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],34.13
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],21.29
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(20.0 - 24.8],34.224
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(24.8 - 29.0],25.848
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],41.996
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(24.8 - 29.0],43.822
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(20.0 - 24.8],28.723
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],36.257
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],34.057
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],35.923
(34.87 - 95.677],(10 - 41],(3.0 - 5.0],(24.8 - 29.0],26.835
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(16.0 - 20.0],37.943
