D,Spk,OS,SNR,JER
(30.494 - 34.87],(2 - 3],(5.0 - 9.0],(13.0 - 16.0],46.088
(5.318 - 18.792],(2 - 3],[0.0 - 1.0],(24.8 - 29.0],45.605
(30.494 - 34.87],(2 - 3],(1.0 - 2.0],(24.8 - 29.0],52.981
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(35.0 - 59.0],40.681
(5.318 - 18.792],(2 - 3],[0.0 - 1.0],(10.0 - 13.0],81.039
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(35.0 - 59.0],39.913
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(35.0 - 59.0],82.842
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(29.0 - 35.0],46.33
(30.494 - 34.87],(2 - 3],(2.0 - 3.0],(20.0 - 24.8],48.228
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(20.0 - 24.8],41.94
(5.318 - 18.792],(2 - 3],[0.0 - 1.0],(10.0 - 13.0],41.042
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(29.0 - 35.0],83.638
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(35.0 - 59.0],45.533
(30.494 - 34.87],(2 - 3],(2.0 - 3.0],(29.0 - 35.0],45.93
(18.792 - 30.494],(2 - 3],[0.0 - 1.0],(29.0 - 35.0],43.56
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(29.0 - 35.0],45.562
(30.494 - 34.87],(2 - 3],(3.0 - 5.0],(20.0 - 24.8],54.325
(30.494 - 34.87],(2 - 3],(2.0 - 3.0],(29.0 - 35.0],74.619
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(35.0 - 59.0],45.774
(30.494 - 34.87],(2 - 3],(2.0 - 3.0],(35.0 - 59.0],45.014
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(20.0 - 24.8],39.586
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(24.8 - 29.0],40.155
(18.792 - 30.494],(2 - 3],[0.0 - 1.0],(35.0 - 59.0],43.461
(18.792 - 30.494],(2 - 3],[0.0 - 1.0],(35.0 - 59.0],82.917
(18.792 - 30.494],(2 - 3],[0.0 - 1.0],(35.0 - 59.0],42.166
(5.318 - 18.792],(2 - 3],[0.0 - 1.0],(20.0 - 24.8],42.76
(18.792 - 30.494],(2 - 3],[0.0 - 1.0],(16.0 - 20.0],46.793
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(35.0 - 59.0],39.277
(30.494 - 34.87],(2 - 3],(1.0 - 2.0],(20.0 - 24.8],43.843
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(24.8 - 29.0],45.11
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(35.0 - 59.0],42.759
(5.318 - 18.792],(2 - 3],[0.0 - 1.0],(10.0 - 13.0],38.938
(30.494 - 34.87],(2 - 3],(3.0 - 5.0],(20.0 - 24.8],49.467
(34.87 - 95.677],(2 - 3],[0.0 - 1.0],(24.8 - 29.0],25.111
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],39.56
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(29.0 - 35.0],17.916
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],40.541
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],33.927
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],30.593
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(20.0 - 24.8],63.226
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],42.886
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(20.0 - 24.8],35.72
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],42.941
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],46.455
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],26.779
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],81.251
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],36.975
(34.87 - 95.677],(10 - 41],(1.0 - 2.0],(20.0 - 24.8],75.4
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(24.8 - 29.0],63.714
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],28.456
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],28.488
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],34.484
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],34.341
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],45.307
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],42.478
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],46.776
(34.87 - 95.677],(10 - 41],(1.0 - 2.0],(24.8 - 29.0],48.291
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],51.369
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],34.896
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(20.0 - 24.8],52.25
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(24.8 - 29.0],31.691
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],33.919
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(24.8 - 29.0],67.771
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(20.0 - 24.8],46.639
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],34.555
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],50.522
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],42.17
(34.87 - 95.677],(10 - 41],(3.0 - 5.0],(24.8 - 29.0],48.557
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(16.0 - 20.0],38.813
