D,Spk,OS,SNR,JER
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(35.0 - 59.0],44.081
(5.318 - 18.792],(2 - 3],[0.0 - 1.0],(10.0 - 13.0],51.59
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(35.0 - 59.0],40.556
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(35.0 - 59.0],76.733
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(29.0 - 35.0],45.852
(30.494 - 34.87],(2 - 3],(2.0 - 3.0],(20.0 - 24.8],65.772
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(20.0 - 24.8],45.064
(5.318 - 18.792],(2 - 3],[0.0 - 1.0],(10.0 - 13.0],48.822
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(29.0 - 35.0],77.167
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(35.0 - 59.0],45.244
(30.494 - 34.87],(2 - 3],(2.0 - 3.0],(29.0 - 35.0],48.019
(18.792 - 30.494],(2 - 3],[0.0 - 1.0],(29.0 - 35.0],47.174
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(29.0 - 35.0],42.756
(30.494 - 34.87],(2 - 3],(3.0 - 5.0],(20.0 - 24.8],55.955
(30.494 - 34.87],(2 - 3],(2.0 - 3.0],(29.0 - 35.0],54.789
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(35.0 - 59.0],42.304
(30.494 - 34.87],(2 - 3],(2.0 - 3.0],(35.0 - 59.0],46.822
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(20.0 - 24.8],44.401
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(24.8 - 29.0],43.745
(18.792 - 30.494],(2 - 3],[0.0 - 1.0],(35.0 - 59.0],37.268
(18.792 - 30.494],(2 - 3],[0.0 - 1.0],(35.0 - 59.0],50.033
(18.792 - 30.494],(2 - 3],[0.0 - 1.0],(35.0 - 59.0],39.079
(5.318 - 18.792],(2 - 3],[0.0 - 1.0],(20.0 - 24.8],42.668
(18.792 - 30.494],(2 - 3],[0.0 - 1.0],(16.0 - 20.0],51.135
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(35.0 - 59.0],41.247
(30.494 - 34.87],(2 - 3],(1.0 - 2.0],(20.0 - 24.8],54.441
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(24.8 - 29.0],40.116
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(35.0 - 59.0],43.646
(5.318 - 18.792],(2 - 3],[0.0 - 1.0],(10.0 - 13.0],50.856
(30.494 - 34.87],(2 - 3],(3.0 - 5.0],(20.0 - 24.8],55.237
(34.87 - 95.677],(2 - 3],[0.0 - 1.0],(24.8 - 29.0],55.474
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],81.544
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(29.0 - 35.0],51.914
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],85.351
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],65.198
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],49.709
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(20.0 - 24.8],78.546
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],76.63
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(20.0 - 24.8],59.931
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],59.965
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],72.022
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],47.225
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],88.182
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],55.971
(34.87 - 95.677],(10 - 41],(1.0 - 2.0],(20.0 - 24.8],99.337
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(24.8 - 29.0],67.85
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],46.214
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],59.135
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],67.947
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],73.077
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],77.26
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],72.798
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],85.359
(34.87 - 95.677],(10 - 41],(1.0 - 2.0],(24.8 - 29.0],88.443
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],68.182
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],47.847
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(20.0 - 24.8],77.94
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(24.8 - 29.0],52.737
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],85.479
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(24.8 - 29.0],77.634
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(20.0 - 24.8],75.749
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],88.712
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],82.351
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],88.543
(34.87 - 95.677],(10 - 41],(3.0 - 5.0],(24.8 - 29.0],73.096
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(16.0 - 20.0],72.973
